Crisp_2dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 2
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Crisp
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(5, 1.0, 0.3): 0.2
(5, 10.0, 0.2): 0.8
(5, 10.0, 0.225): 0.133333333333
(5, 10.0, 0.25): 0.2
(5, 10.0, 0.275): 0.2
(5, 10.0, 0.3): 0.2
(5, 100.0, 0.2): 0.8
(5, 100.0, 0.225): 0.133333333333
(5, 100.0, 0.25): 0.133333333333
(5, 100.0, 0.275): 0.2
(5, 100.0, 0.3): 0.2
(6, 1.0, 0.2): 0.0666666666667
(6, 1.0, 0.225): 0.133333333333
(6, 1.0, 0.25): 0.333333333333
(6, 1.0, 0.275): 0.266666666667
(6, 1.0, 0.3): 0.266666666667
(6, 10.0, 0.2): 0.0666666666667
(6, 10.0, 0.225): 0.133333333333
(6, 10.0, 0.25): 0.333333333333
(6, 10.0, 0.275): 0.266666666667
(6, 10.0, 0.3): 0.333333333333
(6, 100.0, 0.2): 0.133333333333
(6, 100.0, 0.225): 0.333333333333
(6, 100.0, 0.25): 0.133333333333
(6, 100.0, 0.275): 0.266666666667
(6, 100.0, 0.3): 0.333333333333
(7, 1.0, 0.225): 0.133333333333
(7, 1.0, 0.25): 0.0666666666667
(7, 1.0, 0.275): 0.0666666666667
(7, 1.0, 0.3): 0.333333333333
(7, 10.0, 0.2): 0.666666666667
(7, 10.0, 0.225): 0.133333333333
(7, 10.0, 0.25): 0.0
(7, 10.0, 0.275): 0.0666666666667
(7, 10.0, 0.3): 0.0666666666667
(7, 100.0, 0.2): 0.133333333333
(7, 100.0, 0.225): 0.133333333333
(7, 100.0, 0.25): 0.0666666666667
(7, 100.0, 0.275): 0.0666666666667
(7, 100.0, 0.3): 0.333333333333
(8, 1.0, 0.2): 0.133333333333
(8, 1.0, 0.225): 0.0666666666667
(8, 1.0, 0.25): 0.266666666667
(8, 1.0, 0.275): 0.0666666666667
(8, 1.0, 0.3): 0.266666666667
(8, 10.0, 0.2): 0.2
(8, 10.0, 0.225): 0.0666666666667
(8, 10.0, 0.25): 0.266666666667
(8, 10.0, 0.275): 0.0666666666667
(8, 10.0, 0.3): 0.266666666667
(8, 100.0, 0.2): 0.133333333333
(8, 100.0, 0.225): 0.0666666666667
(8, 100.0, 0.25): 0.266666666667
(8, 100.0, 0.275): 0.0666666666667
(8, 100.0, 0.3): 0.266666666667
(9, 1.0, 0.2): 0.333333333333
(9, 1.0, 0.225): 0.0
(9, 1.0, 0.25): 0.133333333333
(9, 1.0, 0.275): 0.2
(9, 1.0, 0.3): 0.333333333333
(9, 10.0, 0.2): 0.266666666667
(9, 10.0, 0.225): 0.0
(9, 10.0, 0.25): 0.266666666667
(9, 10.0, 0.275): 0.133333333333
(9, 10.0, 0.3): 0.333333333333
(9, 100.0, 0.2): 0.266666666667
(9, 100.0, 0.225): 0.0
(9, 100.0, 0.25): 0.133333333333
(9, 100.0, 0.275): 0.133333333333
(9, 100.0, 0.3): 0.333333333333

Accuracy mean :0.7460526315789474
Std deviation :0.2172035928309862
Loss mean :0.25394736842105264
Std deviation :0.2172035928309862



QuantileConstPiecewise_2dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 2
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: QuantileConstPiecewise
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.3): 0.8
(1, 1.0, 0.3): 0.866666666667
(2, 10.0, 0.275): 0.533333333333
(3, 1.0, 0.3): 0.6
(4, 100.0, 0.3): 0.933333333333
(5, 10.0, 0.25): 0.533333333333
(6, 100.0, 0.275): 0.533333333333
(7, 100.0, 0.225): 0.733333333333
(8, 1.0, 0.3): 0.733333333333
(9, 1.0, 0.275): 0.933333333333

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.3): 0.2
(1, 1.0, 0.3): 0.133333333333
(2, 10.0, 0.275): 0.466666666667
(3, 1.0, 0.3): 0.4
(4, 100.0, 0.3): 0.0666666666667
(5, 10.0, 0.25): 0.466666666667
(6, 100.0, 0.275): 0.466666666667
(7, 100.0, 0.225): 0.266666666667
(8, 1.0, 0.3): 0.266666666667
(9, 1.0, 0.275): 0.0666666666667

Accuracy mean :0.72
Std deviation :0.15434449203720302
Loss mean :0.28
Std deviation :0.15434449203720302

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 10.0, 0.3): 0.777777777778
(1, 1.0, 0.3): 0.792592592593
(2, 10.0, 0.275): 0.77037037037
(3, 1.0, 0.3): 0.814814814815
(4, 100.0, 0.3): 0.807407407407
(5, 10.0, 0.25): 0.725925925926
(6, 100.0, 0.275): 0.666666666667
(7, 100.0, 0.225): 0.711111111111
(8, 1.0, 0.3): 0.792592592593
(9, 1.0, 0.275): 0.740740740741
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.3): 0.222222222222
(1, 1.0, 0.3): 0.207407407407
(2, 10.0, 0.275): 0.22962962963
(3, 1.0, 0.3): 0.185185185185
(4, 100.0, 0.3): 0.192592592593
(5, 10.0, 0.25): 0.274074074074
(6, 100.0, 0.275): 0.333333333333
(7, 100.0, 0.225): 0.288888888889
(8, 1.0, 0.3): 0.207407407407
(9, 1.0, 0.275): 0.259259259259

Accuracy mean :0.76
Std deviation :0.045203396451532915
Loss mean :0.24
Std deviation :0.04520339645153291

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 1.0, 0.2): 0.533333333333
(0, 1.0, 0.225): 0.8
(0, 1.0, 0.25): 0.533333333333
(0, 1.0, 0.275): 0.6
(0, 1.0, 0.3): 0.6
(0, 10.0, 0.2): 0.333333333333
(0, 10.0, 0.225): 0.6
(0, 10.0, 0.25): 0.666666666667
(0, 10.0, 0.275): 0.6
(0, 10.0, 0.3): 0.8
(0, 100.0, 0.2): 0.666666666667
(0, 100.0, 0.225): 0.333333333333
(0, 100.0, 0.25): 0.8
(0, 100.0, 0.275): 0.533333333333
(0, 100.0, 0.3): 0.733333333333
(1, 1.0, 0.2): 0.666666666667
(1, 1.0, 0.225): 0.666666666667
(1, 1.0, 0.25): 0.6
(1, 1.0, 0.275): 0.533333333333
(1, 1.0, 0.3): 0.866666666667
(1, 10.0, 0.2): 0.533333333333
(1, 10.0, 0.225): 0.733333333333
(1, 10.0, 0.25): 0.6
(1, 10.0, 0.275): 0.533333333333
(1, 10.0, 0.3): 0.8
(1, 100.0, 0.2): 0.466666666667
(1, 100.0, 0.225): 0.466666666667
(1, 100.0, 0.25): 0.8
(1, 100.0, 0.275): 0.6
(1, 100.0, 0.3): 0.666666666667
(2, 1.0, 0.2): 0.6
(2, 1.0, 0.225): 0.4
(2, 1.0, 0.25): 0.266666666667
(2, 1.0, 0.275): 0.733333333333
(2, 1.0, 0.3): 0.733333333333
(2, 10.0, 0.2): 0.6
(2, 10.0, 0.225): 0.666666666667
(2, 10.0, 0.25): 0.733333333333
(2, 10.0, 0.275): 0.733333333333
(2, 10.0, 0.3): 0.666666666667
(2, 100.0, 0.2): 0.466666666667
(2, 100.0, 0.225): 0.4
(2, 100.0, 0.25): 0.266666666667
(2, 100.0, 0.275): 0.733333333333
(2, 100.0, 0.3): 0.666666666667
(3, 1.0, 0.2): 0.466666666667
(3, 1.0, 0.225): 0.266666666667
(3, 1.0, 0.25): 0.8
(3, 1.0, 0.275): 0.866666666667
(3, 1.0, 0.3): 0.933333333333
(3, 10.0, 0.2): 0.666666666667
(3, 10.0, 0.225): 0.466666666667
(3, 10.0, 0.25): 0.6
(3, 10.0, 0.275): 0.933333333333
(3, 10.0, 0.3): 0.933333333333
(3, 100.0, 0.2): 0.533333333333
(3, 100.0, 0.225): 0.2
(3, 100.0, 0.25): 0.8
(3, 100.0, 0.275): 0.8
(3, 100.0, 0.3): 0.866666666667
(4, 1.0, 0.2): 0.2
(4, 1.0, 0.225): 0.666666666667
(4, 1.0, 0.25): 0.733333333333
(4, 1.0, 0.275): 0.266666666667
(4, 1.0, 0.3): 0.666666666667
(4, 10.0, 0.2): 0.0
(4, 10.0, 0.225): 0.133333333333
(4, 10.0, 0.25): 0.666666666667
(4, 10.0, 0.275): 0.133333333333
(4, 10.0, 0.3): 0.666666666667
(4, 100.0, 0.2): 0.266666666667
(4, 100.0, 0.225): 0.6
(4, 100.0, 0.25): 0.733333333333
(4, 100.0, 0.275): 0.133333333333
(4, 100.0, 0.3): 0.8
(5, 0.1, 0.25): 0.533333333333
(5, 0.1, 0.275): 0.533333333333
(5, 0.1, 0.3): 0.533333333333
(5, 1.0, 0.2): 0.466666666667
(5, 1.0, 0.225): 0.6
(5, 1.0, 0.25): 0.733333333333
(5, 1.0, 0.275): 0.533333333333
(5, 1.0, 0.3): 0.533333333333
(5, 10.0, 0.2): 0.666666666667
(5, 10.0, 0.225): 0.733333333333
(5, 10.0, 0.25): 0.8
(5, 10.0, 0.275): 0.533333333333
(5, 10.0, 0.3): 0.533333333333
(5, 100.0, 0.2): 0.333333333333
(5, 100.0, 0.225): 0.6
(5, 100.0, 0.25): 0.666666666667
(5, 100.0, 0.275): 0.533333333333
(5, 100.0, 0.3): 0.533333333333
(6, 0.1, 0.2): 0.466666666667
(6, 1.0, 0.2): 0.333333333333
(6, 1.0, 0.225): 0.6
(6, 1.0, 0.25): 0.6
(6, 1.0, 0.275): 0.8
(6, 1.0, 0.3): 0.733333333333
(6, 10.0, 0.2): 0.533333333333
(6, 10.0, 0.225): 0.333333333333
(6, 10.0, 0.25): 0.8
(6, 10.0, 0.275): 0.866666666667
(6, 10.0, 0.3): 0.666666666667
(6, 100.0, 0.2): 0.466666666667
(6, 100.0, 0.225): 0.333333333333
(6, 100.0, 0.25): 0.333333333333
(6, 100.0, 0.275): 0.866666666667
(6, 100.0, 0.3): 0.666666666667
(7, 0.1, 0.25): 0.333333333333
(7, 1.0, 0.2): 0.333333333333
(7, 1.0, 0.225): 0.4
(7, 1.0, 0.25): 0.533333333333
(7, 1.0, 0.275): 0.6
(7, 1.0, 0.3): 0.333333333333
(7, 10.0, 0.2): 0.733333333333
(7, 10.0, 0.225): 0.8
(7, 10.0, 0.275): 0.733333333333
(7, 10.0, 0.3): 0.333333333333
(7, 100.0, 0.2): 0.4
(7, 100.0, 0.225): 0.8
(7, 100.0, 0.25): 0.666666666667
(7, 100.0, 0.275): 0.6
(7, 100.0, 0.3): 0.333333333333
(8, 0.1, 0.25): 0.6
(8, 1.0, 0.2): 0.6
(8, 1.0, 0.225): 0.466666666667
(8, 1.0, 0.25): 0.6
(8, 1.0, 0.275): 0.6
(8, 1.0, 0.3): 0.733333333333
(8, 10.0, 0.2): 0.2
(8, 10.0, 0.225): 0.466666666667
(8, 10.0, 0.25): 0.6
(8, 10.0, 0.275): 0.333333333333
(8, 10.0, 0.3): 0.666666666667
(8, 100.0, 0.2): 0.333333333333
(8, 100.0, 0.225): 0.533333333333
(8, 100.0, 0.25): 0.6
(8, 100.0, 0.275): 0.333333333333
(8, 100.0, 0.3): 0.666666666667
(9, 1.0, 0.2): 0.333333333333
(9, 1.0, 0.225): 0.533333333333
(9, 1.0, 0.25): 0.666666666667
(9, 1.0, 0.275): 0.8
(9, 1.0, 0.3): 0.6
(9, 10.0, 0.2): 0.2
(9, 10.0, 0.225): 0.733333333333
(9, 10.0, 0.25): 0.666666666667
(9, 10.0, 0.275): 0.666666666667
(9, 10.0, 0.3): 0.733333333333
(9, 100.0, 0.2): 0.466666666667
(9, 100.0, 0.225): 0.466666666667
(9, 100.0, 0.25): 0.8
(9, 100.0, 0.275): 0.666666666667
(9, 100.0, 0.3): 0.466666666667

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.2): 0.466666666667
(0, 1.0, 0.225): 0.2
(0, 1.0, 0.25): 0.466666666667
(0, 1.0, 0.275): 0.4
(0, 1.0, 0.3): 0.4
(0, 10.0, 0.2): 0.666666666667
(0, 10.0, 0.225): 0.4
(0, 10.0, 0.25): 0.333333333333
(0, 10.0, 0.275): 0.4
(0, 10.0, 0.3): 0.2
(0, 100.0, 0.2): 0.333333333333
(0, 100.0, 0.225): 0.666666666667
(0, 100.0, 0.25): 0.2
(0, 100.0, 0.275): 0.466666666667
(0, 100.0, 0.3): 0.266666666667
(1, 1.0, 0.2): 0.333333333333
(1, 1.0, 0.225): 0.333333333333
(1, 1.0, 0.25): 0.4
(1, 1.0, 0.275): 0.466666666667
(1, 1.0, 0.3): 0.133333333333
(1, 10.0, 0.2): 0.466666666667
(1, 10.0, 0.225): 0.266666666667
(1, 10.0, 0.25): 0.4
(1, 10.0, 0.275): 0.466666666667
(1, 10.0, 0.3): 0.2
(1, 100.0, 0.2): 0.533333333333
(1, 100.0, 0.225): 0.533333333333
(1, 100.0, 0.25): 0.2
(1, 100.0, 0.275): 0.4
(1, 100.0, 0.3): 0.333333333333
(2, 1.0, 0.2): 0.4
(2, 1.0, 0.225): 0.6
(2, 1.0, 0.25): 0.733333333333
(2, 1.0, 0.275): 0.266666666667
(2, 1.0, 0.3): 0.266666666667
(2, 10.0, 0.2): 0.4
(2, 10.0, 0.225): 0.333333333333
(2, 10.0, 0.25): 0.266666666667
(2, 10.0, 0.275): 0.266666666667
(2, 10.0, 0.3): 0.333333333333
(2, 100.0, 0.2): 0.533333333333
(2, 100.0, 0.225): 0.6
(2, 100.0, 0.25): 0.733333333333
(2, 100.0, 0.275): 0.266666666667
(2, 100.0, 0.3): 0.333333333333
(3, 1.0, 0.2): 0.533333333333
(3, 1.0, 0.225): 0.733333333333
(3, 1.0, 0.25): 0.2
(3, 1.0, 0.275): 0.133333333333
(3, 1.0, 0.3): 0.0666666666667
(3, 10.0, 0.2): 0.333333333333
(3, 10.0, 0.225): 0.533333333333
(3, 10.0, 0.25): 0.4
(3, 10.0, 0.275): 0.0666666666667
(3, 10.0, 0.3): 0.0666666666667
(3, 100.0, 0.2): 0.466666666667
(3, 100.0, 0.225): 0.8
(3, 100.0, 0.25): 0.2
(3, 100.0, 0.275): 0.2
(3, 100.0, 0.3): 0.133333333333
(4, 1.0, 0.2): 0.8
(4, 1.0, 0.225): 0.333333333333
(4, 1.0, 0.25): 0.266666666667
(4, 1.0, 0.275): 0.733333333333
(4, 1.0, 0.3): 0.333333333333
(4, 10.0, 0.2): 1.0
(4, 10.0, 0.225): 0.866666666667
(4, 10.0, 0.25): 0.333333333333
(4, 10.0, 0.275): 0.866666666667
(4, 10.0, 0.3): 0.333333333333
(4, 100.0, 0.2): 0.733333333333
(4, 100.0, 0.225): 0.4
(4, 100.0, 0.25): 0.266666666667
(4, 100.0, 0.275): 0.866666666667
(4, 100.0, 0.3): 0.2
(5, 0.1, 0.25): 0.466666666667
(5, 0.1, 0.275): 0.466666666667
(5, 0.1, 0.3): 0.466666666667
(5, 1.0, 0.2): 0.533333333333
(5, 1.0, 0.225): 0.4
(5, 1.0, 0.25): 0.266666666667
(5, 1.0, 0.275): 0.466666666667
(5, 1.0, 0.3): 0.466666666667
(5, 10.0, 0.2): 0.333333333333
(5, 10.0, 0.225): 0.266666666667
(5, 10.0, 0.25): 0.2
(5, 10.0, 0.275): 0.466666666667
(5, 10.0, 0.3): 0.466666666667
(5, 100.0, 0.2): 0.666666666667
(5, 100.0, 0.225): 0.4
(5, 100.0, 0.25): 0.333333333333
(5, 100.0, 0.275): 0.466666666667
(5, 100.0, 0.3): 0.466666666667
(6, 0.1, 0.2): 0.533333333333
(6, 1.0, 0.2): 0.666666666667
(6, 1.0, 0.225): 0.4
(6, 1.0, 0.25): 0.4
(6, 1.0, 0.275): 0.2
(6, 1.0, 0.3): 0.266666666667
(6, 10.0, 0.2): 0.466666666667
(6, 10.0, 0.225): 0.666666666667
(6, 10.0, 0.25): 0.2
(6, 10.0, 0.275): 0.133333333333
(6, 10.0, 0.3): 0.333333333333
(6, 100.0, 0.2): 0.533333333333
(6, 100.0, 0.225): 0.666666666667
(6, 100.0, 0.25): 0.666666666667
(6, 100.0, 0.275): 0.133333333333
(6, 100.0, 0.3): 0.333333333333
(7, 0.1, 0.25): 0.666666666667
(7, 1.0, 0.2): 0.666666666667
(7, 1.0, 0.225): 0.6
(7, 1.0, 0.25): 0.466666666667
(7, 1.0, 0.275): 0.4
(7, 1.0, 0.3): 0.666666666667
(7, 10.0, 0.2): 0.266666666667
(7, 10.0, 0.225): 0.2
(7, 10.0, 0.275): 0.266666666667
(7, 10.0, 0.3): 0.666666666667
(7, 100.0, 0.2): 0.6
(7, 100.0, 0.225): 0.2
(7, 100.0, 0.25): 0.333333333333
(7, 100.0, 0.275): 0.4
(7, 100.0, 0.3): 0.666666666667
(8, 0.1, 0.25): 0.4
(8, 1.0, 0.2): 0.4
(8, 1.0, 0.225): 0.533333333333
(8, 1.0, 0.25): 0.4
(8, 1.0, 0.275): 0.4
(8, 1.0, 0.3): 0.266666666667
(8, 10.0, 0.2): 0.8
(8, 10.0, 0.225): 0.533333333333
(8, 10.0, 0.25): 0.4
(8, 10.0, 0.275): 0.666666666667
(8, 10.0, 0.3): 0.333333333333
(8, 100.0, 0.2): 0.666666666667
(8, 100.0, 0.225): 0.466666666667
(8, 100.0, 0.25): 0.4
(8, 100.0, 0.275): 0.666666666667
(8, 100.0, 0.3): 0.333333333333
(9, 1.0, 0.2): 0.666666666667
(9, 1.0, 0.225): 0.466666666667
(9, 1.0, 0.25): 0.333333333333
(9, 1.0, 0.275): 0.2
(9, 1.0, 0.3): 0.4
(9, 10.0, 0.2): 0.8
(9, 10.0, 0.225): 0.266666666667
(9, 10.0, 0.25): 0.333333333333
(9, 10.0, 0.275): 0.333333333333
(9, 10.0, 0.3): 0.266666666667
(9, 100.0, 0.2): 0.533333333333
(9, 100.0, 0.225): 0.533333333333
(9, 100.0, 0.25): 0.2
(9, 100.0, 0.275): 0.333333333333
(9, 100.0, 0.3): 0.533333333333

Accuracy mean :0.5741935483870968
Std deviation :0.1877063361536094
Loss mean :0.4258064516129032
Std deviation :0.1877063361536094



Crisp_3dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 3
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Crisp
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.275): 0.266666666667
(1, 1.0, 0.3): 0.533333333333
(2, 1.0, 0.2): 0.333333333333
(3, 10.0, 0.275): 0.6
(4, 100.0, 0.275): 0.2
(5, 10.0, 0.25): 0.266666666667
(6, 100.0, 0.2): 0.266666666667
(7, 10.0, 0.25): 0.6
(8, 10.0, 0.275): 0.4
(9, 10.0, 0.3): 0.533333333333

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.275): 0.733333333333
(1, 1.0, 0.3): 0.466666666667
(2, 1.0, 0.2): 0.666666666667
(3, 10.0, 0.275): 0.4
(4, 100.0, 0.275): 0.8
(5, 10.0, 0.25): 0.733333333333
(6, 100.0, 0.2): 0.733333333333
(7, 10.0, 0.25): 0.4
(8, 10.0, 0.275): 0.6
(9, 10.0, 0.3): 0.466666666667

Accuracy mean :0.4
Std deviation :0.1460593486680443
Loss mean :0.6
Std deviation :0.1460593486680443

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 1.0, 0.275): 0.459259259259
(1, 1.0, 0.3): 0.437037037037
(2, 1.0, 0.2): 0.496296296296
(3, 10.0, 0.275): 0.42962962963
(4, 100.0, 0.275): 0.525925925926
(5, 10.0, 0.25): 0.496296296296
(6, 100.0, 0.2): 0.525925925926
(7, 10.0, 0.25): 0.4
(8, 10.0, 0.275): 0.444444444444
(9, 10.0, 0.3): 0.503703703704
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.275): 0.540740740741
(1, 1.0, 0.3): 0.562962962963
(2, 1.0, 0.2): 0.503703703704
(3, 10.0, 0.275): 0.57037037037
(4, 100.0, 0.275): 0.474074074074
(5, 10.0, 0.25): 0.503703703704
(6, 100.0, 0.2): 0.474074074074
(7, 10.0, 0.25): 0.6
(8, 10.0, 0.275): 0.555555555556
(9, 10.0, 0.3): 0.496296296296

Accuracy mean :0.47185185185185186
Std deviation :0.04138215621766938
Loss mean :0.5281481481481481
Std deviation :0.0413821562176694

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 1.0, 0.2): 0.4
(0, 1.0, 0.225): 0.266666666667
(0, 1.0, 0.25): 0.466666666667
(0, 1.0, 0.275): 0.6
(0, 1.0, 0.3): 0.266666666667
(0, 10.0, 0.2): 0.333333333333
(0, 10.0, 0.225): 0.533333333333
(0, 10.0, 0.25): 0.4
(0, 10.0, 0.275): 0.333333333333
(0, 10.0, 0.3): 0.4
(0, 100.0, 0.2): 0.266666666667
(0, 100.0, 0.225): 0.266666666667
(0, 100.0, 0.25): 0.333333333333
(0, 100.0, 0.275): 0.333333333333
(0, 100.0, 0.3): 0.333333333333
(1, 1.0, 0.2): 0.466666666667
(1, 1.0, 0.225): 0.466666666667
(1, 1.0, 0.25): 0.333333333333
(1, 1.0, 0.275): 0.333333333333
(1, 1.0, 0.3): 0.533333333333
(1, 10.0, 0.2): 0.333333333333
(1, 10.0, 0.225): 0.2
(1, 10.0, 0.25): 0.333333333333
(1, 10.0, 0.275): 0.4
(1, 10.0, 0.3): 0.333333333333
(1, 100.0, 0.2): 0.333333333333
(1, 100.0, 0.225): 0.4
(1, 100.0, 0.25): 0.2
(1, 100.0, 0.275): 0.333333333333
(1, 100.0, 0.3): 0.533333333333
(2, 1.0, 0.2): 0.533333333333
(2, 1.0, 0.225): 0.4
(2, 1.0, 0.25): 0.2
(2, 1.0, 0.275): 0.466666666667
(2, 1.0, 0.3): 0.466666666667
(2, 10.0, 0.2): 0.2
(2, 10.0, 0.225): 0.466666666667
(2, 10.0, 0.25): 0.2
(2, 10.0, 0.275): 0.466666666667
(2, 10.0, 0.3): 0.466666666667
(2, 100.0, 0.2): 0.266666666667
(2, 100.0, 0.225): 0.4
(2, 100.0, 0.25): 0.2
(2, 100.0, 0.275): 0.466666666667
(2, 100.0, 0.3): 0.4
(3, 1.0, 0.2): 0.333333333333
(3, 1.0, 0.225): 0.266666666667
(3, 1.0, 0.25): 0.466666666667
(3, 1.0, 0.275): 0.4
(3, 1.0, 0.3): 0.4
(3, 10.0, 0.2): 0.4
(3, 10.0, 0.225): 0.4
(3, 10.0, 0.25): 0.266666666667
(3, 10.0, 0.275): 0.6
(3, 10.0, 0.3): 0.466666666667
(3, 100.0, 0.2): 0.466666666667
(3, 100.0, 0.225): 0.4
(3, 100.0, 0.25): 0.266666666667
(3, 100.0, 0.275): 0.466666666667
(3, 100.0, 0.3): 0.333333333333
(4, 1.0, 0.2): 0.266666666667
(4, 1.0, 0.225): 0.533333333333
(4, 1.0, 0.25): 0.266666666667
(4, 1.0, 0.275): 0.333333333333
(4, 1.0, 0.3): 0.466666666667
(4, 10.0, 0.2): 0.266666666667
(4, 10.0, 0.225): 0.2
(4, 10.0, 0.25): 0.266666666667
(4, 10.0, 0.275): 0.4
(4, 10.0, 0.3): 0.533333333333
(4, 100.0, 0.2): 0.266666666667
(4, 100.0, 0.225): 0.466666666667
(4, 100.0, 0.25): 0.466666666667
(4, 100.0, 0.275): 0.6
(4, 100.0, 0.3): 0.4
(5, 1.0, 0.2): 0.266666666667
(5, 1.0, 0.225): 0.466666666667
(5, 1.0, 0.25): 0.333333333333
(5, 1.0, 0.275): 0.533333333333
(5, 1.0, 0.3): 0.333333333333
(5, 10.0, 0.2): 0.533333333333
(5, 10.0, 0.225): 0.533333333333
(5, 10.0, 0.25): 0.666666666667
(5, 10.0, 0.275): 0.6
(5, 10.0, 0.3): 0.666666666667
(5, 100.0, 0.2): 0.333333333333
(5, 100.0, 0.225): 0.133333333333
(5, 100.0, 0.25): 0.466666666667
(5, 100.0, 0.275): 0.533333333333
(5, 100.0, 0.3): 0.533333333333
(6, 0.1, 0.3): 0.4
(6, 1.0, 0.2): 0.333333333333
(6, 1.0, 0.225): 0.2
(6, 1.0, 0.25): 0.333333333333
(6, 1.0, 0.275): 0.333333333333
(6, 1.0, 0.3): 0.333333333333
(6, 10.0, 0.2): 0.333333333333
(6, 10.0, 0.225): 0.2
(6, 10.0, 0.25): 0.466666666667
(6, 10.0, 0.275): 0.2
(6, 10.0, 0.3): 0.466666666667
(6, 100.0, 0.2): 0.533333333333
(6, 100.0, 0.225): 0.2
(6, 100.0, 0.25): 0.4
(6, 100.0, 0.275): 0.2
(6, 100.0, 0.3): 0.4
(7, 1.0, 0.2): 0.2
(7, 1.0, 0.225): 0.266666666667
(7, 1.0, 0.25): 0.466666666667
(7, 1.0, 0.275): 0.266666666667
(7, 1.0, 0.3): 0.4
(7, 10.0, 0.2): 0.266666666667
(7, 10.0, 0.225): 0.2
(7, 10.0, 0.25): 0.6
(7, 10.0, 0.3): 0.266666666667
(7, 100.0, 0.2): 0.4
(7, 100.0, 0.225): 0.4
(7, 100.0, 0.25): 0.533333333333
(7, 100.0, 0.3): 0.333333333333
(8, 1.0, 0.2): 0.333333333333
(8, 1.0, 0.225): 0.133333333333
(8, 1.0, 0.25): 0.2
(8, 1.0, 0.275): 0.2
(8, 1.0, 0.3): 0.266666666667
(8, 10.0, 0.2): 0.266666666667
(8, 10.0, 0.225): 0.333333333333
(8, 10.0, 0.25): 0.2
(8, 10.0, 0.275): 0.466666666667
(8, 10.0, 0.3): 0.333333333333
(8, 100.0, 0.2): 0.266666666667
(8, 100.0, 0.225): 0.266666666667
(8, 100.0, 0.25): 0.2
(8, 100.0, 0.275): 0.266666666667
(8, 100.0, 0.3): 0.333333333333
(9, 0.1, 0.25): 0.333333333333
(9, 1.0, 0.2): 0.533333333333
(9, 1.0, 0.225): 0.266666666667
(9, 1.0, 0.25): 0.333333333333
(9, 1.0, 0.275): 0.666666666667
(9, 1.0, 0.3): 0.333333333333
(9, 10.0, 0.2): 0.466666666667
(9, 10.0, 0.225): 0.333333333333
(9, 10.0, 0.25): 0.333333333333
(9, 10.0, 0.275): 0.533333333333
(9, 10.0, 0.3): 0.733333333333
(9, 100.0, 0.2): 0.466666666667
(9, 100.0, 0.225): 0.133333333333
(9, 100.0, 0.25): 0.333333333333
(9, 100.0, 0.275): 0.6
(9, 100.0, 0.3): 0.333333333333

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.2): 0.6
(0, 1.0, 0.225): 0.733333333333
