Binary Muzzifier_2dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 2
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Linear
Cluster to label info
Force the number of cluster to be the number of different labels: True
Force the labels to be always represent by a cluster: True

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
Binary Muzzifier_3dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 3
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Linear
Cluster to label info
Force the number of cluster to be the number of different labels: True
Force the labels to be always represent by a cluster: True

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.25): 0.8
(1, 100.0, 0.25): 0.8
(2, 10.0, 0.225): 0.866666666667
(3, 0.1, 0.3): 0.8
(4, 10.0, 0.225): 0.933333333333
(5, 1.0, 0.275): 0.666666666667
(6, 10.0, 0.225): 0.866666666667
(7, 1.0, 0.2): 0.933333333333
(8, 100.0, 0.225): 0.866666666667
(9, 100.0, 0.25): 0.666666666667

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.25): 0.2
(1, 100.0, 0.25): 0.2
(2, 10.0, 0.225): 0.133333333333
(3, 0.1, 0.3): 0.2
(4, 10.0, 0.225): 0.0666666666667
(5, 1.0, 0.275): 0.333333333333
(6, 10.0, 0.225): 0.133333333333
(7, 1.0, 0.2): 0.0666666666667
(8, 100.0, 0.225): 0.133333333333
(9, 100.0, 0.25): 0.333333333333

Accuracy mean :0.82
Std deviation :0.08969082698049143
Loss mean :0.18
Std deviation :0.0896908269804914

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 1.0, 0.25): 0.866666666667
(1, 100.0, 0.25): 0.896296296296
(2, 10.0, 0.225): 0.859259259259
(3, 0.1, 0.3): 0.896296296296
(4, 10.0, 0.225): 0.837037037037
(5, 1.0, 0.275): 0.674074074074
(6, 10.0, 0.225): 0.874074074074
(7, 1.0, 0.2): 0.881481481481
(8, 100.0, 0.225): 0.866666666667
(9, 100.0, 0.25): 0.674074074074
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.25): 0.133333333333
(1, 100.0, 0.25): 0.103703703704
(2, 10.0, 0.225): 0.140740740741
(3, 0.1, 0.3): 0.103703703704
(4, 10.0, 0.225): 0.162962962963
(5, 1.0, 0.275): 0.325925925926
(6, 10.0, 0.225): 0.125925925926
(7, 1.0, 0.2): 0.118518518519
(8, 100.0, 0.225): 0.133333333333
(9, 100.0, 0.25): 0.325925925926

Accuracy mean :0.8325925925925926
Std deviation :0.08095452499149187
Loss mean :0.1674074074074074
Std deviation :0.08095452499149187

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 0.1, 0.275): 0.866666666667
(0, 1.0, 0.2): 0.8
(0, 1.0, 0.225): 0.8
(0, 1.0, 0.25): 0.866666666667
(0, 1.0, 0.275): 0.6
(0, 1.0, 0.3): 0.6
(0, 10.0, 0.2): 0.8
(0, 10.0, 0.225): 0.8
(0, 10.0, 0.25): 0.866666666667
(0, 10.0, 0.275): 0.866666666667
(0, 10.0, 0.3): 0.6
(0, 100.0, 0.2): 0.866666666667
(0, 100.0, 0.225): 0.8
(0, 100.0, 0.25): 0.866666666667
(0, 100.0, 0.275): 0.866666666667
(0, 100.0, 0.3): 0.6
(1, 1.0, 0.225): 0.933333333333
(1, 1.0, 0.25): 1.0
(1, 1.0, 0.275): 1.0
(1, 1.0, 0.3): 1.0
(1, 10.0, 0.225): 0.933333333333
(1, 10.0, 0.25): 1.0
(1, 10.0, 0.275): 1.0
(1, 10.0, 0.3): 1.0
(1, 100.0, 0.225): 0.933333333333
(1, 100.0, 0.25): 1.0
(1, 100.0, 0.275): 1.0
(1, 100.0, 0.3): 1.0
(2, 0.1, 0.3): 0.933333333333
(2, 1.0, 0.2): 0.733333333333
(2, 1.0, 0.225): 0.8
(2, 1.0, 0.25): 0.666666666667
(2, 1.0, 0.3): 0.733333333333
(2, 10.0, 0.2): 0.733333333333
(2, 10.0, 0.225): 0.8
(2, 10.0, 0.25): 0.666666666667
(2, 10.0, 0.275): 0.866666666667
(2, 10.0, 0.3): 0.733333333333
(2, 100.0, 0.2): 0.733333333333
(2, 100.0, 0.225): 0.8
(2, 100.0, 0.25): 0.666666666667
(2, 100.0, 0.3): 0.733333333333
(3, 0.1, 0.3): 1.0
(3, 1.0, 0.2): 0.8
(3, 1.0, 0.225): 0.866666666667
(3, 1.0, 0.25): 0.933333333333
(3, 1.0, 0.3): 1.0
(3, 10.0, 0.2): 0.8
(3, 10.0, 0.225): 0.866666666667
(3, 10.0, 0.25): 0.933333333333
(3, 10.0, 0.3): 1.0
(3, 100.0, 0.2): 0.8
(3, 100.0, 0.225): 0.866666666667
(3, 100.0, 0.25): 0.933333333333
(3, 100.0, 0.3): 1.0
(4, 1.0, 0.2): 0.666666666667
(4, 1.0, 0.225): 0.866666666667
(4, 10.0, 0.225): 0.866666666667
(4, 100.0, 0.2): 0.733333333333
(4, 100.0, 0.225): 0.866666666667
(5, 1.0, 0.2): 0.666666666667
(5, 1.0, 0.225): 0.866666666667
(5, 1.0, 0.25): 0.866666666667
(5, 1.0, 0.275): 0.866666666667
(5, 1.0, 0.3): 0.6
(5, 10.0, 0.2): 0.666666666667
(5, 10.0, 0.25): 0.866666666667
(5, 10.0, 0.3): 0.6
(5, 100.0, 0.2): 0.666666666667
(5, 100.0, 0.225): 0.866666666667
(5, 100.0, 0.25): 0.866666666667
(5, 100.0, 0.3): 0.6
(6, 0.1, 0.3): 1.0
(6, 1.0, 0.2): 1.0
(6, 1.0, 0.25): 1.0
(6, 1.0, 0.3): 1.0
(6, 10.0, 0.2): 1.0
(6, 10.0, 0.225): 1.0
(6, 10.0, 0.25): 1.0
(6, 10.0, 0.3): 0.8
(6, 100.0, 0.2): 1.0
(6, 100.0, 0.25): 1.0
(6, 100.0, 0.275): 0.933333333333
(6, 100.0, 0.3): 1.0
(7, 1.0, 0.2): 0.866666666667
(7, 1.0, 0.225): 0.8
(7, 1.0, 0.25): 0.666666666667
(7, 1.0, 0.275): 0.8
(7, 1.0, 0.3): 0.733333333333
(7, 10.0, 0.2): 0.933333333333
(7, 10.0, 0.225): 0.8
(7, 10.0, 0.25): 0.666666666667
(7, 10.0, 0.275): 0.8
(7, 10.0, 0.3): 0.733333333333
(7, 100.0, 0.2): 0.8
(7, 100.0, 0.225): 0.8
(7, 100.0, 0.25): 0.666666666667
(7, 100.0, 0.275): 0.8
(8, 1.0, 0.225): 1.0
(8, 1.0, 0.25): 0.666666666667
(8, 1.0, 0.275): 0.666666666667
(8, 10.0, 0.2): 0.933333333333
(8, 10.0, 0.225): 1.0
(8, 10.0, 0.25): 0.666666666667
(8, 10.0, 0.275): 0.666666666667
(8, 100.0, 0.225): 1.0
(8, 100.0, 0.25): 0.666666666667
(8, 100.0, 0.275): 0.666666666667
(9, 1.0, 0.2): 0.866666666667
(9, 1.0, 0.225): 0.8
(9, 1.0, 0.25): 0.933333333333
(9, 1.0, 0.275): 0.8
(9, 1.0, 0.3): 0.866666666667
(9, 10.0, 0.2): 0.866666666667
(9, 10.0, 0.225): 0.8
(9, 10.0, 0.25): 0.933333333333
(9, 10.0, 0.275): 0.8
(9, 10.0, 0.3): 0.866666666667
(9, 100.0, 0.2): 0.866666666667
(9, 100.0, 0.225): 0.8
(9, 100.0, 0.25): 0.933333333333
(9, 100.0, 0.275): 0.8
(9, 100.0, 0.3): 0.8

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 0.1, 0.275): 0.133333333333
(0, 1.0, 0.2): 0.2
(0, 1.0, 0.225): 0.2
(0, 1.0, 0.25): 0.133333333333
(0, 1.0, 0.275): 0.4
(0, 1.0, 0.3): 0.4
(0, 10.0, 0.2): 0.2
(0, 10.0, 0.225): 0.2
(0, 10.0, 0.25): 0.133333333333
(0, 10.0, 0.275): 0.133333333333
(0, 10.0, 0.3): 0.4
(0, 100.0, 0.2): 0.133333333333
(0, 100.0, 0.225): 0.2
(0, 100.0, 0.25): 0.133333333333
(0, 100.0, 0.275): 0.133333333333
(0, 100.0, 0.3): 0.4
(1, 1.0, 0.225): 0.0666666666667
(1, 1.0, 0.25): 0.0
(1, 1.0, 0.275): 0.0
(1, 1.0, 0.3): 0.0
(1, 10.0, 0.225): 0.0666666666667
(1, 10.0, 0.25): 0.0
(1, 10.0, 0.275): 0.0
(1, 10.0, 0.3): 0.0
(1, 100.0, 0.225): 0.0666666666667
(1, 100.0, 0.25): 0.0
(1, 100.0, 0.275): 0.0
(1, 100.0, 0.3): 0.0
(2, 0.1, 0.3): 0.0666666666667
(2, 1.0, 0.2): 0.266666666667
(2, 1.0, 0.225): 0.2
(2, 1.0, 0.25): 0.333333333333
(2, 1.0, 0.3): 0.266666666667
(2, 10.0, 0.2): 0.266666666667
(2, 10.0, 0.225): 0.2
(2, 10.0, 0.25): 0.333333333333
(2, 10.0, 0.275): 0.133333333333
(2, 10.0, 0.3): 0.266666666667
(2, 100.0, 0.2): 0.266666666667
(2, 100.0, 0.225): 0.2
(2, 100.0, 0.25): 0.333333333333
(2, 100.0, 0.3): 0.266666666667
(3, 0.1, 0.3): 0.0
(3, 1.0, 0.2): 0.2
(3, 1.0, 0.225): 0.133333333333
(3, 1.0, 0.25): 0.0666666666667
(3, 1.0, 0.3): 0.0
(3, 10.0, 0.2): 0.2
(3, 10.0, 0.225): 0.133333333333
(3, 10.0, 0.25): 0.0666666666667
(3, 10.0, 0.3): 0.0
(3, 100.0, 0.2): 0.2
(3, 100.0, 0.225): 0.133333333333
(3, 100.0, 0.25): 0.0666666666667
(3, 100.0, 0.3): 0.0
(4, 1.0, 0.2): 0.333333333333
(4, 1.0, 0.225): 0.133333333333
(4, 10.0, 0.225): 0.133333333333
(4, 100.0, 0.2): 0.266666666667
(4, 100.0, 0.225): 0.133333333333
(5, 1.0, 0.2): 0.333333333333
(5, 1.0, 0.225): 0.133333333333
(5, 1.0, 0.25): 0.133333333333
(5, 1.0, 0.275): 0.133333333333
(5, 1.0, 0.3): 0.4
(5, 10.0, 0.2): 0.333333333333
(5, 10.0, 0.25): 0.133333333333
(5, 10.0, 0.3): 0.4
(5, 100.0, 0.2): 0.333333333333
(5, 100.0, 0.225): 0.133333333333
(5, 100.0, 0.25): 0.133333333333
(5, 100.0, 0.3): 0.4
(6, 0.1, 0.3): 0.0
(6, 1.0, 0.2): 0.0
(6, 1.0, 0.25): 0.0
(6, 1.0, 0.3): 0.0
(6, 10.0, 0.2): 0.0
(6, 10.0, 0.225): 0.0
(6, 10.0, 0.25): 0.0
(6, 10.0, 0.3): 0.2
(6, 100.0, 0.2): 0.0
(6, 100.0, 0.25): 0.0
(6, 100.0, 0.275): 0.0666666666667
(6, 100.0, 0.3): 0.0
(7, 1.0, 0.2): 0.133333333333
(7, 1.0, 0.225): 0.2
(7, 1.0, 0.25): 0.333333333333
(7, 1.0, 0.275): 0.2
(7, 1.0, 0.3): 0.266666666667
(7, 10.0, 0.2): 0.0666666666667
(7, 10.0, 0.225): 0.2
(7, 10.0, 0.25): 0.333333333333
(7, 10.0, 0.275): 0.2
(7, 10.0, 0.3): 0.266666666667
(7, 100.0, 0.2): 0.2
(7, 100.0, 0.225): 0.2
(7, 100.0, 0.25): 0.333333333333
(7, 100.0, 0.275): 0.2
(8, 1.0, 0.225): 0.0
(8, 1.0, 0.25): 0.333333333333
(8, 1.0, 0.275): 0.333333333333
(8, 10.0, 0.2): 0.0666666666667
(8, 10.0, 0.225): 0.0
(8, 10.0, 0.25): 0.333333333333
(8, 10.0, 0.275): 0.333333333333
(8, 100.0, 0.225): 0.0
(8, 100.0, 0.25): 0.333333333333
(8, 100.0, 0.275): 0.333333333333
(9, 1.0, 0.2): 0.133333333333
(9, 1.0, 0.225): 0.2
(9, 1.0, 0.25): 0.0666666666667
(9, 1.0, 0.275): 0.2
(9, 1.0, 0.3): 0.133333333333
(9, 10.0, 0.2): 0.133333333333
(9, 10.0, 0.225): 0.2
(9, 10.0, 0.25): 0.0666666666667
(9, 10.0, 0.275): 0.2
(9, 10.0, 0.3): 0.133333333333
(9, 100.0, 0.2): 0.133333333333
(9, 100.0, 0.225): 0.2
(9, 100.0, 0.25): 0.0666666666667
(9, 100.0, 0.275): 0.2
(9, 100.0, 0.3): 0.2

Accuracy mean :0.8368563685636856
Std deviation :0.12177644808657881
Loss mean :0.16314363143631433
Std deviation :0.1217764480865788



Linear Muzzifier_3dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 3
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Linear Muzzifier
Fuzzifier: Linear
Cluster to label info
Force the number of cluster to be the number of different labels: True
Force the labels to be always represent by a cluster: True

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.225): 0.8
(1, 1.0, 0.225): 0.933333333333
(2, 100.0, 0.25): 0.933333333333
(3, 10.0, 0.275): 0.933333333333
(4, 1.0, 0.25): 0.733333333333
(5, 1.0, 0.2): 0.933333333333
(6, 1.0, 0.2): 0.933333333333
(7, 1.0, 0.225): 0.933333333333
(8, 100.0, 0.225): 0.533333333333
(9, 100.0, 0.275): 0.666666666667

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.225): 0.2
(1, 1.0, 0.225): 0.0666666666667
(2, 100.0, 0.25): 0.0666666666667
(3, 10.0, 0.275): 0.0666666666667
(4, 1.0, 0.25): 0.266666666667
(5, 1.0, 0.2): 0.0666666666667
(6, 1.0, 0.2): 0.0666666666667
(7, 1.0, 0.225): 0.0666666666667
(8, 100.0, 0.225): 0.466666666667
(9, 100.0, 0.275): 0.333333333333

Accuracy mean :0.8333333333333334
Std deviation :0.13743685418725538
Loss mean :0.16666666666666666
Std deviation :0.13743685418725538

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 1.0, 0.225): 0.866666666667
(1, 1.0, 0.225): 0.866666666667
(2, 100.0, 0.25): 0.644444444444
(3, 10.0, 0.275): 0.681481481481
(4, 1.0, 0.25): 0.674074074074
(5, 1.0, 0.2): 0.814814814815
(6, 1.0, 0.2): 0.881481481481
(7, 1.0, 0.225): 0.859259259259
(8, 100.0, 0.225): 0.911111111111
(9, 100.0, 0.275): 0.696296296296
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.225): 0.133333333333
(1, 1.0, 0.225): 0.133333333333
(2, 100.0, 0.25): 0.355555555556
(3, 10.0, 0.275): 0.318518518519
(4, 1.0, 0.25): 0.325925925926
(5, 1.0, 0.2): 0.185185185185
(6, 1.0, 0.2): 0.118518518519
(7, 1.0, 0.225): 0.140740740741
(8, 100.0, 0.225): 0.0888888888889
(9, 100.0, 0.275): 0.303703703704

Accuracy mean :0.7896296296296297
Std deviation :0.09766547984503415
Loss mean :0.21037037037037037
Std deviation :0.09766547984503414

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 1.0, 0.2): 0.866666666667
(0, 1.0, 0.225): 1.0
(0, 1.0, 0.25): 0.933333333333
(0, 1.0, 0.275): 0.733333333333
(0, 1.0, 0.3): 0.733333333333
(0, 10.0, 0.2): 0.866666666667
(0, 10.0, 0.225): 0.933333333333
(0, 10.0, 0.25): 0.8
(0, 10.0, 0.275): 0.733333333333
(0, 10.0, 0.3): 0.8
(0, 100.0, 0.2): 0.866666666667
(0, 100.0, 0.225): 0.933333333333
(0, 100.0, 0.25): 0.733333333333
(0, 100.0, 0.275): 0.733333333333
(0, 100.0, 0.3): 0.466666666667
(1, 0.1, 0.275): 0.933333333333
(1, 1.0, 0.2): 0.933333333333
(1, 1.0, 0.225): 0.933333333333
(1, 1.0, 0.25): 0.8
(1, 1.0, 0.275): 0.533333333333
(1, 1.0, 0.3): 0.8
(1, 10.0, 0.2): 0.933333333333
(1, 10.0, 0.225): 0.933333333333
(1, 10.0, 0.25): 0.8
(1, 10.0, 0.275): 0.466666666667
(1, 10.0, 0.3): 0.933333333333
(1, 100.0, 0.2): 0.933333333333
(1, 100.0, 0.225): 0.933333333333
(1, 100.0, 0.25): 0.8
(1, 100.0, 0.275): 0.8
(1, 100.0, 0.3): 0.866666666667
(2, 0.1, 0.25): 0.8
(2, 1.0, 0.225): 0.866666666667
(2, 1.0, 0.25): 0.8
(2, 10.0, 0.225): 0.866666666667
(2, 10.0, 0.25): 0.866666666667
(2, 100.0, 0.225): 0.933333333333
(2, 100.0, 0.25): 0.933333333333
(3, 1.0, 0.2): 0.933333333333
(3, 1.0, 0.225): 1.0
(3, 1.0, 0.25): 0.666666666667
(3, 1.0, 0.275): 1.0
(3, 1.0, 0.3): 0.666666666667
(3, 10.0, 0.225): 1.0
(3, 10.0, 0.25): 0.866666666667
(3, 10.0, 0.275): 1.0
(3, 100.0, 0.2): 0.933333333333
(3, 100.0, 0.225): 1.0
(3, 100.0, 0.25): 0.933333333333
(3, 100.0, 0.275): 0.866666666667
(4, 0.1, 0.25): 0.8
(4, 0.1, 0.275): 0.8
(4, 1.0, 0.225): 0.8
(4, 1.0, 0.25): 0.866666666667
(4, 1.0, 0.3): 0.733333333333
(4, 10.0, 0.225): 0.866666666667
(4, 10.0, 0.25): 0.733333333333
(4, 10.0, 0.275): 0.8
(4, 10.0, 0.3): 0.533333333333
(4, 100.0, 0.2): 0.733333333333
(4, 100.0, 0.225): 0.733333333333
(4, 100.0, 0.25): 0.733333333333
(4, 100.0, 0.3): 0.6
(5, 0.1, 0.3): 1.0
(5, 1.0, 0.2): 1.0
(5, 1.0, 0.225): 1.0
(5, 1.0, 0.25): 0.866666666667
(5, 1.0, 0.3): 0.933333333333
(5, 10.0, 0.2): 0.733333333333
(5, 10.0, 0.225): 1.0
(5, 10.0, 0.25): 0.866666666667
(5, 100.0, 0.2): 0.733333333333
(5, 100.0, 0.225): 1.0
(5, 100.0, 0.25): 0.933333333333
(5, 100.0, 0.3): 0.933333333333
(6, 1.0, 0.2): 0.933333333333
(6, 1.0, 0.25): 0.533333333333
(6, 1.0, 0.275): 0.4
(6, 10.0, 0.25): 0.6
(6, 10.0, 0.275): 0.533333333333
(6, 10.0, 0.3): 0.666666666667
(6, 100.0, 0.25): 0.533333333333
(6, 100.0, 0.275): 0.466666666667
(6, 100.0, 0.3): 0.6
(7, 1.0, 0.2): 0.933333333333
(7, 1.0, 0.225): 0.933333333333
(7, 1.0, 0.25): 0.933333333333
(7, 1.0, 0.275): 0.533333333333
(7, 10.0, 0.225): 0.933333333333
(7, 10.0, 0.25): 0.866666666667
(7, 10.0, 0.275): 0.8
(7, 100.0, 0.225): 0.933333333333
(7, 100.0, 0.25): 0.866666666667
(7, 100.0, 0.275): 0.866666666667
(8, 1.0, 0.225): 0.8
(8, 1.0, 0.25): 0.8
(8, 1.0, 0.275): 0.8
(8, 10.0, 0.225): 0.8
(8, 10.0, 0.25): 0.733333333333
(8, 10.0, 0.275): 0.8
(8, 100.0, 0.225): 0.866666666667
(8, 100.0, 0.25): 0.733333333333
(8, 100.0, 0.275): 0.8
(9, 1.0, 0.225): 0.866666666667
(9, 1.0, 0.275): 0.4
(9, 1.0, 0.3): 0.4
(9, 10.0, 0.225): 0.8
(9, 10.0, 0.275): 0.933333333333
(9, 10.0, 0.3): 0.266666666667
(9, 100.0, 0.275): 0.933333333333
(9, 100.0, 0.3): 0.4

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.2): 0.133333333333
(0, 1.0, 0.225): 0.0
(0, 1.0, 0.25): 0.0666666666667
(0, 1.0, 0.275): 0.266666666667
(0, 1.0, 0.3): 0.266666666667
(0, 10.0, 0.2): 0.133333333333
(0, 10.0, 0.225): 0.0666666666667
(0, 10.0, 0.25): 0.2
(0, 10.0, 0.275): 0.266666666667
(0, 10.0, 0.3): 0.2
(0, 100.0, 0.2): 0.133333333333
(0, 100.0, 0.225): 0.0666666666667
(0, 100.0, 0.25): 0.266666666667
(0, 100.0, 0.275): 0.266666666667
(0, 100.0, 0.3): 0.533333333333
(1, 0.1, 0.275): 0.0666666666667
(1, 1.0, 0.2): 0.0666666666667
(1, 1.0, 0.225): 0.0666666666667
(1, 1.0, 0.25): 0.2
(1, 1.0, 0.275): 0.466666666667
(1, 1.0, 0.3): 0.2
(1, 10.0, 0.2): 0.0666666666667
(1, 10.0, 0.225): 0.0666666666667
(1, 10.0, 0.25): 0.2
(1, 10.0, 0.275): 0.533333333333
(1, 10.0, 0.3): 0.0666666666667
(1, 100.0, 0.2): 0.0666666666667
(1, 100.0, 0.225): 0.0666666666667
(1, 100.0, 0.25): 0.2
(1, 100.0, 0.275): 0.2
(1, 100.0, 0.3): 0.133333333333
(2, 0.1, 0.25): 0.2
(2, 1.0, 0.225): 0.133333333333
(2, 1.0, 0.25): 0.2
(2, 10.0, 0.225): 0.133333333333
(2, 10.0, 0.25): 0.133333333333
(2, 100.0, 0.225): 0.0666666666667
(2, 100.0, 0.25): 0.0666666666667
(3, 1.0, 0.2): 0.0666666666667
(3, 1.0, 0.225): 0.0
(3, 1.0, 0.25): 0.333333333333
(3, 1.0, 0.275): 0.0
(3, 1.0, 0.3): 0.333333333333
(3, 10.0, 0.225): 0.0
(3, 10.0, 0.25): 0.133333333333
(3, 10.0, 0.275): 0.0
(3, 100.0, 0.2): 0.0666666666667
(3, 100.0, 0.225): 0.0
(3, 100.0, 0.25): 0.0666666666667
(3, 100.0, 0.275): 0.133333333333
(4, 0.1, 0.25): 0.2
(4, 0.1, 0.275): 0.2
(4, 1.0, 0.225): 0.2
(4, 1.0, 0.25): 0.133333333333
(4, 1.0, 0.3): 0.266666666667
(4, 10.0, 0.225): 0.133333333333
(4, 10.0, 0.25): 0.266666666667
(4, 10.0, 0.275): 0.2
(4, 10.0, 0.3): 0.466666666667
(4, 100.0, 0.2): 0.266666666667
(4, 100.0, 0.225): 0.266666666667
(4, 100.0, 0.25): 0.266666666667
(4, 100.0, 0.3): 0.4
(5, 0.1, 0.3): 0.0
(5, 1.0, 0.2): 0.0
(5, 1.0, 0.225): 0.0
(5, 1.0, 0.25): 0.133333333333
(5, 1.0, 0.3): 0.0666666666667
(5, 10.0, 0.2): 0.266666666667
(5, 10.0, 0.225): 0.0
(5, 10.0, 0.25): 0.133333333333
(5, 100.0, 0.2): 0.266666666667
(5, 100.0, 0.225): 0.0
(5, 100.0, 0.25): 0.0666666666667
(5, 100.0, 0.3): 0.0666666666667
(6, 1.0, 0.2): 0.0666666666667
(6, 1.0, 0.25): 0.466666666667
(6, 1.0, 0.275): 0.6
(6, 10.0, 0.25): 0.4
(6, 10.0, 0.275): 0.466666666667
(6, 10.0, 0.3): 0.333333333333
(6, 100.0, 0.25): 0.466666666667
(6, 100.0, 0.275): 0.533333333333
(6, 100.0, 0.3): 0.4
(7, 1.0, 0.2): 0.0666666666667
(7, 1.0, 0.225): 0.0666666666667
(7, 1.0, 0.25): 0.0666666666667
(7, 1.0, 0.275): 0.466666666667
(7, 10.0, 0.225): 0.0666666666667
(7, 10.0, 0.25): 0.133333333333
(7, 10.0, 0.275): 0.2
(7, 100.0, 0.225): 0.0666666666667
(7, 100.0, 0.25): 0.133333333333
(7, 100.0, 0.275): 0.133333333333
(8, 1.0, 0.225): 0.2
(8, 1.0, 0.25): 0.2
(8, 1.0, 0.275): 0.2
(8, 10.0, 0.225): 0.2
(8, 10.0, 0.25): 0.266666666667
(8, 10.0, 0.275): 0.2
(8, 100.0, 0.225): 0.133333333333
(8, 100.0, 0.25): 0.266666666667
(8, 100.0, 0.275): 0.2
(9, 1.0, 0.225): 0.133333333333
(9, 1.0, 0.275): 0.6
(9, 1.0, 0.3): 0.6
(9, 10.0, 0.225): 0.2
(9, 10.0, 0.275): 0.0666666666667
(9, 10.0, 0.3): 0.733333333333
(9, 100.0, 0.275): 0.0666666666667
(9, 100.0, 0.3): 0.6

Accuracy mean :0.8030030030030031
Std deviation :0.16216438659357443
Loss mean :0.19699699699699696
Std deviation :0.1621643865935744



Binary Muzzifier_4dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 4
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Linear
Cluster to label info
Force the number of cluster to be the number of different labels: True
Force the labels to be always represent by a cluster: True

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.25): 0.666666666667
(1, 100.0, 0.225): 0.8
(2, 10.0, 0.25): 1.0
(3, 10.0, 0.25): 0.866666666667
(4, 100.0, 0.225): 1.0
(5, 10.0, 0.25): 0.666666666667
(6, 100.0, 0.25): 0.8
(7, 100.0, 0.3): 0.733333333333
(8, 1.0, 0.25): 0.933333333333
(9, 10.0, 0.225): 0.866666666667

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.25): 0.333333333333
(1, 100.0, 0.225): 0.2
(2, 10.0, 0.25): 0.0
(3, 10.0, 0.25): 0.133333333333
(4, 100.0, 0.225): 0.0
(5, 10.0, 0.25): 0.333333333333
(6, 100.0, 0.25): 0.2
(7, 100.0, 0.3): 0.266666666667
(8, 1.0, 0.25): 0.0666666666667
(9, 10.0, 0.225): 0.133333333333

Accuracy mean :0.8333333333333334
Std deviation :0.11642832797715323
Loss mean :0.16666666666666666
Std deviation :0.11642832797715319

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 10.0, 0.25): 0.718518518519
(1, 100.0, 0.225): 0.8
(2, 10.0, 0.25): 0.925925925926
(3, 10.0, 0.25): 0.911111111111
(4, 100.0, 0.225): 0.777777777778
(5, 10.0, 0.25): 0.725925925926
(6, 100.0, 0.25): 0.844444444444
(7, 100.0, 0.3): 0.837037037037
(8, 1.0, 0.25): 0.703703703704
(9, 10.0, 0.225): 0.725925925926
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 10.0, 0.25): 0.281481481481
(1, 100.0, 0.225): 0.2
(2, 10.0, 0.25): 0.0740740740741
(3, 10.0, 0.25): 0.0888888888889
(4, 100.0, 0.225): 0.222222222222
(5, 10.0, 0.25): 0.274074074074
(6, 100.0, 0.25): 0.155555555556
(7, 100.0, 0.3): 0.162962962963
(8, 1.0, 0.25): 0.296296296296
(9, 10.0, 0.225): 0.274074074074

Accuracy mean :0.7970370370370372
Std deviation :0.07670870202073846
Loss mean :0.20296296296296296
Std deviation :0.07670870202073848

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 1.0, 0.25): 0.733333333333
